"","week","deaths","age","year","weekno","reg"
"1540",2012-09-28,16,"01-14",2012,39,"England & Wales"
"1541",2012-09-28,246,"15-44",2012,39,"England & Wales"
"1542",2012-09-28,1094,"45-64",2012,39,"England & Wales"
"1543",2012-09-28,1495,"65-74",2012,39,"England & Wales"
"1544",2012-09-28,2624,"75-84",2012,39,"England & Wales"
"1545",2012-09-28,3330,"85+",2012,39,"England & Wales"
"1546",2012-10-05,66,"Under 1 year",2012,40,"England & Wales"
"1547",2012-10-05,16,"01-14",2012,40,"England & Wales"
"1548",2012-10-05,234,"15-44",2012,40,"England & Wales"
"1549",2012-10-05,1122,"45-64",2012,40,"England & Wales"
"1550",2012-10-05,1508,"65-74",2012,40,"England & Wales"
"1551",2012-10-05,2639,"75-84",2012,40,"England & Wales"
"1552",2012-10-05,3483,"85+",2012,40,"England & Wales"
"1553",2012-10-12,52,"Under 1 year",2012,41,"England & Wales"
"1554",2012-10-12,11,"01-14",2012,41,"England & Wales"
"1555",2012-10-12,270,"15-44",2012,41,"England & Wales"
"1556",2012-10-12,1162,"45-64",2012,41,"England & Wales"
"1557",2012-10-12,1489,"65-74",2012,41,"England & Wales"
"1558",2012-10-12,2821,"75-84",2012,41,"England & Wales"
"1559",2012-10-12,3636,"85+",2012,41,"England & Wales"
"1560",2012-10-19,57,"Under 1 year",2012,42,"England & Wales"
"1561",2012-10-19,24,"01-14",2012,42,"England & Wales"
"1562",2012-10-19,245,"15-44",2012,42,"England & Wales"
"1563",2012-10-19,1120,"45-64",2012,42,"England & Wales"
"1564",2012-10-19,1535,"65-74",2012,42,"England & Wales"
"1565",2012-10-19,2750,"75-84",2012,42,"England & Wales"
"1566",2012-10-19,3553,"85+",2012,42,"England & Wales"
"1567",2012-10-26,49,"Under 1 year",2012,43,"England & Wales"
"1568",2012-10-26,31,"01-14",2012,43,"England & Wales"
"1569",2012-10-26,280,"15-44",2012,43,"England & Wales"
"1570",2012-10-26,1149,"45-64",2012,43,"England & Wales"
"1571",2012-10-26,1490,"65-74",2012,43,"England & Wales"
"1572",2012-10-26,2842,"75-84",2012,43,"England & Wales"
"1573",2012-10-26,3709,"85+",2012,43,"England & Wales"
"1574",2012-11-02,63,"Under 1 year",2012,44,"England & Wales"
"1575",2012-11-02,21,"01-14",2012,44,"England & Wales"
"1576",2012-11-02,284,"15-44",2012,44,"England & Wales"
"1577",2012-11-02,1158,"45-64",2012,44,"England & Wales"
"1578",2012-11-02,1579,"65-74",2012,44,"England & Wales"
"1579",2012-11-02,2666,"75-84",2012,44,"England & Wales"
"1580",2012-11-02,3563,"85+",2012,44,"England & Wales"
"1581",2012-11-09,66,"Under 1 year",2012,45,"England & Wales"
"1582",2012-11-09,25,"01-14",2012,45,"England & Wales"
"1583",2012-11-09,304,"15-44",2012,45,"England & Wales"
"1584",2012-11-09,1172,"45-64",2012,45,"England & Wales"
"1585",2012-11-09,1556,"65-74",2012,45,"England & Wales"
"1586",2012-11-09,2813,"75-84",2012,45,"England & Wales"
"1587",2012-11-09,3746,"85+",2012,45,"England & Wales"
"1588",2012-11-16,69,"Under 1 year",2012,46,"England & Wales"
"1589",2012-11-16,19,"01-14",2012,46,"England & Wales"
"1590",2012-11-16,288,"15-44",2012,46,"England & Wales"
"1591",2012-11-16,1197,"45-64",2012,46,"England & Wales"
"1592",2012-11-16,1576,"65-74",2012,46,"England & Wales"
"1593",2012-11-16,2863,"75-84",2012,46,"England & Wales"
"1594",2012-11-16,3888,"85+",2012,46,"England & Wales"
"1595",2012-11-23,70,"Under 1 year",2012,47,"England & Wales"
"1596",2012-11-23,18,"01-14",2012,47,"England & Wales"
"1597",2012-11-23,307,"15-44",2012,47,"England & Wales"
"1598",2012-11-23,1203,"45-64",2012,47,"England & Wales"
"1599",2012-11-23,1522,"65-74",2012,47,"England & Wales"
"1600",2012-11-23,2765,"75-84",2012,47,"England & Wales"
"1601",2012-11-23,3783,"85+",2012,47,"England & Wales"
"1602",2012-11-30,58,"Under 1 year",2012,48,"England & Wales"
"1603",2012-11-30,19,"01-14",2012,48,"England & Wales"
"1604",2012-11-30,268,"15-44",2012,48,"England & Wales"
"1605",2012-11-30,1136,"45-64",2012,48,"England & Wales"
"1606",2012-11-30,1551,"65-74",2012,48,"England & Wales"
"1607",2012-11-30,2826,"75-84",2012,48,"England & Wales"
"1608",2012-11-30,3532,"85+",2012,48,"England & Wales"
"1609",2012-12-07,71,"Under 1 year",2012,49,"England & Wales"
"1610",2012-12-07,32,"01-14",2012,49,"England & Wales"
"1611",2012-12-07,283,"15-44",2012,49,"England & Wales"
"1612",2012-12-07,1219,"45-64",2012,49,"England & Wales"
"1613",2012-12-07,1575,"65-74",2012,49,"England & Wales"
"1614",2012-12-07,2888,"75-84",2012,49,"England & Wales"
"1615",2012-12-07,3774,"85+",2012,49,"England & Wales"
"1616",2012-12-14,60,"Under 1 year",2012,50,"England & Wales"
"1617",2012-12-14,23,"01-14",2012,50,"England & Wales"
"1618",2012-12-14,334,"15-44",2012,50,"England & Wales"
"1619",2012-12-14,1213,"45-64",2012,50,"England & Wales"
"1620",2012-12-14,1628,"65-74",2012,50,"England & Wales"
"1621",2012-12-14,3060,"75-84",2012,50,"England & Wales"
"1622",2012-12-14,4068,"85+",2012,50,"England & Wales"
"1623",2012-12-21,56,"Under 1 year",2012,51,"England & Wales"
"1624",2012-12-21,23,"01-14",2012,51,"England & Wales"
"1625",2012-12-21,306,"15-44",2012,51,"England & Wales"
"1626",2012-12-21,1315,"45-64",2012,51,"England & Wales"
"1627",2012-12-21,1823,"65-74",2012,51,"England & Wales"
"1628",2012-12-21,3343,"75-84",2012,51,"England & Wales"
"1629",2012-12-21,4585,"85+",2012,51,"England & Wales"
"1630",2012-12-28,40,"Under 1 year",2012,52,"England & Wales"
"1631",2012-12-28,15,"01-14",2012,52,"England & Wales"
"1632",2012-12-28,200,"15-44",2012,52,"England & Wales"
"1633",2012-12-28,817,"45-64",2012,52,"England & Wales"
"1634",2012-12-28,1240,"65-74",2012,52,"England & Wales"
"1635",2012-12-28,2397,"75-84",2012,52,"England & Wales"
"1636",2012-12-28,3387,"85+",2012,52,"England & Wales"
"1637",2013-01-04,34,"Under 1 year",2013,1,"England & Wales"
"1638",2013-01-04,24,"01-14",2013,1,"England & Wales"
"1639",2013-01-04,220,"15-44",2013,1,"England & Wales"
"1640",2013-01-04,1179,"45-64",2013,1,"England & Wales"
"1641",2013-01-04,1780,"65-74",2013,1,"England & Wales"
"1642",2013-01-04,3461,"75-84",2013,1,"England & Wales"
"1643",2013-01-04,4921,"85+",2013,1,"England & Wales"
"1644",2013-01-11,65,"Under 1 year",2013,2,"England & Wales"
"1645",2013-01-11,27,"01-14",2013,2,"England & Wales"
"1646",2013-01-11,315,"15-44",2013,2,"England & Wales"
"1647",2013-01-11,1481,"45-64",2013,2,"England & Wales"
"1648",2013-01-11,1849,"65-74",2013,2,"England & Wales"
"1649",2013-01-11,3703,"75-84",2013,2,"England & Wales"
"1650",2013-01-11,5100,"85+",2013,2,"England & Wales"
"1651",2013-01-18,54,"Under 1 year",2013,3,"England & Wales"
"1652",2013-01-18,11,"01-14",2013,3,"England & Wales"
"1653",2013-01-18,324,"15-44",2013,3,"England & Wales"
"1654",2013-01-18,1305,"45-64",2013,3,"England & Wales"
"1655",2013-01-18,1693,"65-74",2013,3,"England & Wales"
"1656",2013-01-18,3156,"75-84",2013,3,"England & Wales"
"1657",2013-01-18,4532,"85+",2013,3,"England & Wales"
"1658",2013-01-25,49,"Under 1 year",2013,4,"England & Wales"
"1659",2013-01-25,20,"01-14",2013,4,"England & Wales"
"1660",2013-01-25,285,"15-44",2013,4,"England & Wales"
"1661",2013-01-25,1216,"45-64",2013,4,"England & Wales"
"1662",2013-01-25,1780,"65-74",2013,4,"England & Wales"
"1663",2013-01-25,3286,"75-84",2013,4,"England & Wales"
"1664",2013-01-25,4625,"85+",2013,4,"England & Wales"
"1665",2013-02-01,51,"Under 1 year",2013,5,"England & Wales"
"1666",2013-02-01,24,"01-14",2013,5,"England & Wales"
"1667",2013-02-01,253,"15-44",2013,5,"England & Wales"
"1668",2013-02-01,1288,"45-64",2013,5,"England & Wales"
"1669",2013-02-01,1682,"65-74",2013,5,"England & Wales"
"1670",2013-02-01,3293,"75-84",2013,5,"England & Wales"
"1671",2013-02-01,4723,"85+",2013,5,"England & Wales"
"1672",2013-02-08,59,"Under 1 year",2013,6,"England & Wales"
"1673",2013-02-08,21,"01-14",2013,6,"England & Wales"
"1674",2013-02-08,295,"15-44",2013,6,"England & Wales"
"1675",2013-02-08,1235,"45-64",2013,6,"England & Wales"
"1676",2013-02-08,1713,"65-74",2013,6,"England & Wales"
"1677",2013-02-08,3243,"75-84",2013,6,"England & Wales"
"1678",2013-02-08,4478,"85+",2013,6,"England & Wales"
"1679",2013-02-15,55,"Under 1 year",2013,7,"England & Wales"
"1680",2013-02-15,31,"01-14",2013,7,"England & Wales"
"1681",2013-02-15,357,"15-44",2013,7,"England & Wales"
"1682",2013-02-15,1307,"45-64",2013,7,"England & Wales"
"1683",2013-02-15,1682,"65-74",2013,7,"England & Wales"
"1684",2013-02-15,3200,"75-84",2013,7,"England & Wales"
"1685",2013-02-15,4396,"85+",2013,7,"England & Wales"
"1686",2013-02-22,58,"Under 1 year",2013,8,"England & Wales"
"1687",2013-02-22,22,"01-14",2013,8,"England & Wales"
"1688",2013-02-22,292,"15-44",2013,8,"England & Wales"
"1689",2013-02-22,1170,"45-64",2013,8,"England & Wales"
"1690",2013-02-22,1655,"65-74",2013,8,"England & Wales"
"1691",2013-02-22,3132,"75-84",2013,8,"England & Wales"
"1692",2013-02-22,4515,"85+",2013,8,"England & Wales"
"1693",2013-03-01,52,"Under 1 year",2013,9,"England & Wales"
"1694",2013-03-01,25,"01-14",2013,9,"England & Wales"
"1695",2013-03-01,318,"15-44",2013,9,"England & Wales"
"1696",2013-03-01,1242,"45-64",2013,9,"England & Wales"
"1697",2013-03-01,1664,"65-74",2013,9,"England & Wales"
"1698",2013-03-01,3079,"75-84",2013,9,"England & Wales"
"1699",2013-03-01,4400,"85+",2013,9,"England & Wales"
"1700",2013-03-08,52,"Under 1 year",2013,10,"England & Wales"
"1701",2013-03-08,24,"01-14",2013,10,"England & Wales"
"1702",2013-03-08,279,"15-44",2013,10,"England & Wales"
"1703",2013-03-08,1287,"45-64",2013,10,"England & Wales"
"1704",2013-03-08,1706,"65-74",2013,10,"England & Wales"
"1705",2013-03-08,3269,"75-84",2013,10,"England & Wales"
"1706",2013-03-08,4625,"85+",2013,10,"England & Wales"
"1707",2013-03-15,55,"Under 1 year",2013,11,"England & Wales"
"1708",2013-03-15,27,"01-14",2013,11,"England & Wales"
"1709",2013-03-15,313,"15-44",2013,11,"England & Wales"
"1710",2013-03-15,1261,"45-64",2013,11,"England & Wales"
"1711",2013-03-15,1668,"65-74",2013,11,"England & Wales"
"1712",2013-03-15,3239,"75-84",2013,11,"England & Wales"
"1713",2013-03-15,4617,"85+",2013,11,"England & Wales"
"1714",2013-03-22,59,"Under 1 year",2013,12,"England & Wales"
"1715",2013-03-22,15,"01-14",2013,12,"England & Wales"
"1716",2013-03-22,297,"15-44",2013,12,"England & Wales"
"1717",2013-03-22,1245,"45-64",2013,12,"England & Wales"
"1718",2013-03-22,1609,"65-74",2013,12,"England & Wales"
"1719",2013-03-22,3280,"75-84",2013,12,"England & Wales"
"1720",2013-03-22,4567,"85+",2013,12,"England & Wales"
"1721",2013-03-29,41,"Under 1 year",2013,13,"England & Wales"
"1722",2013-03-29,22,"01-14",2013,13,"England & Wales"
"1723",2013-03-29,238,"15-44",2013,13,"England & Wales"
"1724",2013-03-29,1031,"45-64",2013,13,"England & Wales"
"1725",2013-03-29,1435,"65-74",2013,13,"England & Wales"
"1726",2013-03-29,2672,"75-84",2013,13,"England & Wales"
"1727",2013-03-29,3821,"85+",2013,13,"England & Wales"
"1728",2013-04-05,55,"Under 1 year",2013,14,"England & Wales"
"1729",2013-04-05,21,"01-14",2013,14,"England & Wales"
"1730",2013-04-05,276,"15-44",2013,14,"England & Wales"
"1731",2013-04-05,1245,"45-64",2013,14,"England & Wales"
"1732",2013-04-05,1652,"65-74",2013,14,"England & Wales"
"1733",2013-04-05,3162,"75-84",2013,14,"England & Wales"
"1734",2013-04-05,4467,"85+",2013,14,"England & Wales"
"1735",2013-04-12,47,"Under 1 year",2013,15,"England & Wales"
"1736",2013-04-12,20,"01-14",2013,15,"England & Wales"
"1737",2013-04-12,308,"15-44",2013,15,"England & Wales"
"1738",2013-04-12,1351,"45-64",2013,15,"England & Wales"
"1739",2013-04-12,1866,"65-74",2013,15,"England & Wales"
"1740",2013-04-12,3543,"75-84",2013,15,"England & Wales"
"1741",2013-04-12,4999,"85+",2013,15,"England & Wales"
"1742",2013-04-19,49,"Under 1 year",2013,16,"England & Wales"
"1743",2013-04-19,24,"01-14",2013,16,"England & Wales"
"1744",2013-04-19,285,"15-44",2013,16,"England & Wales"
"1745",2013-04-19,1352,"45-64",2013,16,"England & Wales"
"1746",2013-04-19,1814,"65-74",2013,16,"England & Wales"
"1747",2013-04-19,3418,"75-84",2013,16,"England & Wales"
"1748",2013-04-19,4808,"85+",2013,16,"England & Wales"
"1749",2013-04-26,48,"Under 1 year",2013,17,"England & Wales"
"1750",2013-04-26,17,"01-14",2013,17,"England & Wales"
"1751",2013-04-26,328,"15-44",2013,17,"England & Wales"
"1752",2013-04-26,1226,"45-64",2013,17,"England & Wales"
"1753",2013-04-26,1693,"65-74",2013,17,"England & Wales"
"1754",2013-04-26,3009,"75-84",2013,17,"England & Wales"
"1755",2013-04-26,4304,"85+",2013,17,"England & Wales"
"1756",2013-05-03,63,"Under 1 year",2013,18,"England & Wales"
"1757",2013-05-03,23,"01-14",2013,18,"England & Wales"
"1758",2013-05-03,330,"15-44",2013,18,"England & Wales"
"1759",2013-05-03,1225,"45-64",2013,18,"England & Wales"
"1760",2013-05-03,1650,"65-74",2013,18,"England & Wales"
"1761",2013-05-03,2897,"75-84",2013,18,"England & Wales"
"1762",2013-05-03,3978,"85+",2013,18,"England & Wales"
"1763",2013-05-10,56,"Under 1 year",2013,19,"England & Wales"
"1764",2013-05-10,17,"01-14",2013,19,"England & Wales"
"1765",2013-05-10,269,"15-44",2013,19,"England & Wales"
"1766",2013-05-10,1046,"45-64",2013,19,"England & Wales"
"1767",2013-05-10,1468,"65-74",2013,19,"England & Wales"
"1768",2013-05-10,2594,"75-84",2013,19,"England & Wales"
"1769",2013-05-10,3363,"85+",2013,19,"England & Wales"
"1770",2013-05-17,67,"Under 1 year",2013,20,"England & Wales"
"1771",2013-05-17,20,"01-14",2013,20,"England & Wales"
"1772",2013-05-17,278,"15-44",2013,20,"England & Wales"
"1773",2013-05-17,1199,"45-64",2013,20,"England & Wales"
"1774",2013-05-17,1633,"65-74",2013,20,"England & Wales"
"1775",2013-05-17,2961,"75-84",2013,20,"England & Wales"
"1776",2013-05-17,3688,"85+",2013,20,"England & Wales"
"1777",2013-05-24,52,"Under 1 year",2013,21,"England & Wales"
"1778",2013-05-24,24,"01-14",2013,21,"England & Wales"
"1779",2013-05-24,255,"15-44",2013,21,"England & Wales"
"1780",2013-05-24,1133,"45-64",2013,21,"England & Wales"
"1781",2013-05-24,1489,"65-74",2013,21,"England & Wales"
"1782",2013-05-24,2912,"75-84",2013,21,"England & Wales"
"1783",2013-05-24,3663,"85+",2013,21,"England & Wales"
"1784",2013-05-31,50,"Under 1 year",2013,22,"England & Wales"
"1785",2013-05-31,17,"01-14",2013,22,"England & Wales"
"1786",2013-05-31,223,"15-44",2013,22,"England & Wales"
"1787",2013-05-31,1036,"45-64",2013,22,"England & Wales"
"1788",2013-05-31,1428,"65-74",2013,22,"England & Wales"
"1789",2013-05-31,2479,"75-84",2013,22,"England & Wales"
"1790",2013-05-31,3098,"85+",2013,22,"England & Wales"
"1791",2013-06-07,42,"Under 1 year",2013,23,"England & Wales"
"1792",2013-06-07,19,"01-14",2013,23,"England & Wales"
"1793",2013-06-07,298,"15-44",2013,23,"England & Wales"
"1794",2013-06-07,1164,"45-64",2013,23,"England & Wales"
"1795",2013-06-07,1630,"65-74",2013,23,"England & Wales"
"1796",2013-06-07,2803,"75-84",2013,23,"England & Wales"
"1797",2013-06-07,3525,"85+",2013,23,"England & Wales"
"1798",2013-06-14,57,"Under 1 year",2013,24,"England & Wales"
"1799",2013-06-14,20,"01-14",2013,24,"England & Wales"
"1800",2013-06-14,249,"15-44",2013,24,"England & Wales"
"1801",2013-06-14,1158,"45-64",2013,24,"England & Wales"
"1802",2013-06-14,1501,"65-74",2013,24,"England & Wales"
"1803",2013-06-14,2622,"75-84",2013,24,"England & Wales"
"1804",2013-06-14,3261,"85+",2013,24,"England & Wales"
"1805",2013-06-21,57,"Under 1 year",2013,25,"England & Wales"
"1806",2013-06-21,24,"01-14",2013,25,"England & Wales"
"1807",2013-06-21,287,"15-44",2013,25,"England & Wales"
"1808",2013-06-21,1137,"45-64",2013,25,"England & Wales"
"1809",2013-06-21,1495,"65-74",2013,25,"England & Wales"
"1810",2013-06-21,2623,"75-84",2013,25,"England & Wales"
"1811",2013-06-21,3281,"85+",2013,25,"England & Wales"
"1812",2013-06-28,39,"Under 1 year",2013,26,"England & Wales"
"1813",2013-06-28,20,"01-14",2013,26,"England & Wales"
"1814",2013-06-28,295,"15-44",2013,26,"England & Wales"
"1815",2013-06-28,1104,"45-64",2013,26,"England & Wales"
"1816",2013-06-28,1469,"65-74",2013,26,"England & Wales"
"1817",2013-06-28,2525,"75-84",2013,26,"England & Wales"
"1818",2013-06-28,3136,"85+",2013,26,"England & Wales"
"1819",2013-07-05,52,"Under 1 year",2013,27,"England & Wales"
"1820",2013-07-05,16,"01-14",2013,27,"England & Wales"
"1821",2013-07-05,262,"15-44",2013,27,"England & Wales"
"1822",2013-07-05,1173,"45-64",2013,27,"England & Wales"
"1823",2013-07-05,1489,"65-74",2013,27,"England & Wales"
"1824",2013-07-05,2548,"75-84",2013,27,"England & Wales"
"1825",2013-07-05,3223,"85+",2013,27,"England & Wales"
"1826",2013-07-12,51,"Under 1 year",2013,28,"England & Wales"
"1827",2013-07-12,26,"01-14",2013,28,"England & Wales"
"1828",2013-07-12,274,"15-44",2013,28,"England & Wales"
"1829",2013-07-12,1092,"45-64",2013,28,"England & Wales"
"1830",2013-07-12,1450,"65-74",2013,28,"England & Wales"
"1831",2013-07-12,2494,"75-84",2013,28,"England & Wales"
"1832",2013-07-12,3146,"85+",2013,28,"England & Wales"
"1833",2013-07-19,50,"Under 1 year",2013,29,"England & Wales"
"1834",2013-07-19,17,"01-14",2013,29,"England & Wales"
"1835",2013-07-19,290,"15-44",2013,29,"England & Wales"
"1836",2013-07-19,1153,"45-64",2013,29,"England & Wales"
"1837",2013-07-19,1465,"65-74",2013,29,"England & Wales"
"1838",2013-07-19,2585,"75-84",2013,29,"England & Wales"
"1839",2013-07-19,3230,"85+",2013,29,"England & Wales"
"1840",2013-07-26,53,"Under 1 year",2013,30,"England & Wales"
"1841",2013-07-26,14,"01-14",2013,30,"England & Wales"
"1842",2013-07-26,269,"15-44",2013,30,"England & Wales"
"1843",2013-07-26,1069,"45-64",2013,30,"England & Wales"
"1844",2013-07-26,1439,"65-74",2013,30,"England & Wales"
"1845",2013-07-26,2470,"75-84",2013,30,"England & Wales"
"1846",2013-07-26,3162,"85+",2013,30,"England & Wales"
"1847",2013-08-02,59,"Under 1 year",2013,31,"England & Wales"
"1848",2013-08-02,20,"01-14",2013,31,"England & Wales"
"1849",2013-08-02,256,"15-44",2013,31,"England & Wales"
"1850",2013-08-02,1091,"45-64",2013,31,"England & Wales"
"1851",2013-08-02,1383,"65-74",2013,31,"England & Wales"
"1852",2013-08-02,2330,"75-84",2013,31,"England & Wales"
"1853",2013-08-02,3018,"85+",2013,31,"England & Wales"
"1854",2013-08-09,47,"Under 1 year",2013,32,"England & Wales"
"1855",2013-08-09,11,"01-14",2013,32,"England & Wales"
"1856",2013-08-09,274,"15-44",2013,32,"England & Wales"
"1857",2013-08-09,1056,"45-64",2013,32,"England & Wales"
"1858",2013-08-09,1458,"65-74",2013,32,"England & Wales"
"1859",2013-08-09,2451,"75-84",2013,32,"England & Wales"
"1860",2013-08-09,2983,"85+",2013,32,"England & Wales"
"1861",2013-08-16,52,"Under 1 year",2013,33,"England & Wales"
"1862",2013-08-16,22,"01-14",2013,33,"England & Wales"
"1863",2013-08-16,271,"15-44",2013,33,"England & Wales"
"1864",2013-08-16,1134,"45-64",2013,33,"England & Wales"
"1865",2013-08-16,1395,"65-74",2013,33,"England & Wales"
"1866",2013-08-16,2392,"75-84",2013,33,"England & Wales"
"1867",2013-08-16,2964,"85+",2013,33,"England & Wales"
"1868",2013-08-23,53,"Under 1 year",2013,34,"England & Wales"
"1869",2013-08-23,20,"01-14",2013,34,"England & Wales"
"1870",2013-08-23,251,"15-44",2013,34,"England & Wales"
"1871",2013-08-23,1042,"45-64",2013,34,"England & Wales"
"1872",2013-08-23,1516,"65-74",2013,34,"England & Wales"
"1873",2013-08-23,2524,"75-84",2013,34,"England & Wales"
"1874",2013-08-23,3167,"85+",2013,34,"England & Wales"
"1875",2013-08-30,40,"Under 1 year",2013,35,"England & Wales"
"1876",2013-08-30,15,"01-14",2013,35,"England & Wales"
"1877",2013-08-30,223,"15-44",2013,35,"England & Wales"
"1878",2013-08-30,964,"45-64",2013,35,"England & Wales"
"1879",2013-08-30,1295,"65-74",2013,35,"England & Wales"
"1880",2013-08-30,2287,"75-84",2013,35,"England & Wales"
"1881",2013-08-30,2861,"85+",2013,35,"England & Wales"
"1882",2013-09-06,52,"Under 1 year",2013,36,"England & Wales"
"1883",2013-09-06,23,"01-14",2013,36,"England & Wales"
"1884",2013-09-06,290,"15-44",2013,36,"England & Wales"
"1885",2013-09-06,1098,"45-64",2013,36,"England & Wales"
"1886",2013-09-06,1484,"65-74",2013,36,"England & Wales"
"1887",2013-09-06,2641,"75-84",2013,36,"England & Wales"
"1888",2013-09-06,3316,"85+",2013,36,"England & Wales"
"1889",2013-09-13,61,"Under 1 year",2013,37,"England & Wales"
"1890",2013-09-13,19,"01-14",2013,37,"England & Wales"
"1891",2013-09-13,247,"15-44",2013,37,"England & Wales"
"1892",2013-09-13,1099,"45-64",2013,37,"England & Wales"
"1893",2013-09-13,1437,"65-74",2013,37,"England & Wales"
