"","age...1","sex...2","week","deaths","year","weekno","reg","age"
"5140","Under 1 year","Female",2016-03-04,17,2016,10,"England & Wales","Under 1 year"
"5141","01-14","Male",2016-03-04,13,2016,10,"England & Wales","01-14"
"5142","01-14","Female",2016-03-04,8,2016,10,"England & Wales","01-14"
"5143","15-44","Male",2016-03-04,212,2016,10,"England & Wales","15-44"
"5144","15-44","Female",2016-03-04,106,2016,10,"England & Wales","15-44"
"5145","45-64","Male",2016-03-04,799,2016,10,"England & Wales","45-64"
"5146","45-64","Female",2016-03-04,529,2016,10,"England & Wales","45-64"
"5147","65-74","Male",2016-03-04,1024,2016,10,"England & Wales","65-74"
"5148","65-74","Female",2016-03-04,840,2016,10,"England & Wales","65-74"
"5149","75-84","Male",2016-03-04,1709,2016,10,"England & Wales","75-84"
"5150","75-84","Female",2016-03-04,1471,2016,10,"England & Wales","75-84"
"5151","85+","Male",2016-03-04,1745,2016,10,"England & Wales","85+"
"5152","85+","Female",2016-03-04,2788,2016,10,"England & Wales","85+"
"5153","Total","Male",2016-03-11,5458,2016,11,"England & Wales","Total"
"5154","Total","Female",2016-03-11,5547,2016,11,"England & Wales","Total"
"5155","Under 1 year","Male",2016-03-11,27,2016,11,"England & Wales","Under 1 year"
"5156","Under 1 year","Female",2016-03-11,27,2016,11,"England & Wales","Under 1 year"
"5157","01-14","Male",2016-03-11,10,2016,11,"England & Wales","01-14"
"5158","01-14","Female",2016-03-11,12,2016,11,"England & Wales","01-14"
"5159","15-44","Male",2016-03-11,172,2016,11,"England & Wales","15-44"
"5160","15-44","Female",2016-03-11,101,2016,11,"England & Wales","15-44"
"5161","45-64","Male",2016-03-11,795,2016,11,"England & Wales","45-64"
"5162","45-64","Female",2016-03-11,545,2016,11,"England & Wales","45-64"
"5163","65-74","Male",2016-03-11,1030,2016,11,"England & Wales","65-74"
"5164","65-74","Female",2016-03-11,725,2016,11,"England & Wales","65-74"
"5165","75-84","Male",2016-03-11,1713,2016,11,"England & Wales","75-84"
"5166","75-84","Female",2016-03-11,1458,2016,11,"England & Wales","75-84"
"5167","85+","Male",2016-03-11,1711,2016,11,"England & Wales","85+"
"5168","85+","Female",2016-03-11,2679,2016,11,"England & Wales","85+"
"5169","Total","Male",2016-03-18,5419,2016,12,"England & Wales","Total"
"5170","Total","Female",2016-03-18,5596,2016,12,"England & Wales","Total"
"5171","Under 1 year","Male",2016-03-18,31,2016,12,"England & Wales","Under 1 year"
"5172","Under 1 year","Female",2016-03-18,24,2016,12,"England & Wales","Under 1 year"
"5173","01-14","Male",2016-03-18,10,2016,12,"England & Wales","01-14"
"5174","01-14","Female",2016-03-18,12,2016,12,"England & Wales","01-14"
"5175","15-44","Male",2016-03-18,194,2016,12,"England & Wales","15-44"
"5176","15-44","Female",2016-03-18,101,2016,12,"England & Wales","15-44"
"5177","45-64","Male",2016-03-18,835,2016,12,"England & Wales","45-64"
"5178","45-64","Female",2016-03-18,523,2016,12,"England & Wales","45-64"
"5179","65-74","Male",2016-03-18,1048,2016,12,"England & Wales","65-74"
"5180","65-74","Female",2016-03-18,733,2016,12,"England & Wales","65-74"
"5181","75-84","Male",2016-03-18,1596,2016,12,"England & Wales","75-84"
"5182","75-84","Female",2016-03-18,1474,2016,12,"England & Wales","75-84"
"5183","85+","Male",2016-03-18,1705,2016,12,"England & Wales","85+"
"5184","85+","Female",2016-03-18,2729,2016,12,"England & Wales","85+"
"5185","Total","Male",2016-03-25,4702,2016,13,"England & Wales","Total"
"5186","Total","Female",2016-03-25,4924,2016,13,"England & Wales","Total"
"5187","Under 1 year","Male",2016-03-25,32,2016,13,"England & Wales","Under 1 year"
"5188","Under 1 year","Female",2016-03-25,23,2016,13,"England & Wales","Under 1 year"
"5189","01-14","Male",2016-03-25,13,2016,13,"England & Wales","01-14"
"5190","01-14","Female",2016-03-25,5,2016,13,"England & Wales","01-14"
"5191","15-44","Male",2016-03-25,157,2016,13,"England & Wales","15-44"
"5192","15-44","Female",2016-03-25,90,2016,13,"England & Wales","15-44"
"5193","45-64","Male",2016-03-25,683,2016,13,"England & Wales","45-64"
"5194","45-64","Female",2016-03-25,465,2016,13,"England & Wales","45-64"
"5195","65-74","Male",2016-03-25,898,2016,13,"England & Wales","65-74"
"5196","65-74","Female",2016-03-25,669,2016,13,"England & Wales","65-74"
"5197","75-84","Male",2016-03-25,1437,2016,13,"England & Wales","75-84"
"5198","75-84","Female",2016-03-25,1276,2016,13,"England & Wales","75-84"
"5199","85+","Male",2016-03-25,1482,2016,13,"England & Wales","85+"
"5200","85+","Female",2016-03-25,2396,2016,13,"England & Wales","85+"
"5201","Total","Male",2016-04-01,4943,2016,14,"England & Wales","Total"
"5202","Total","Female",2016-04-01,5338,2016,14,"England & Wales","Total"
"5203","Under 1 year","Male",2016-04-01,26,2016,14,"England & Wales","Under 1 year"
"5204","Under 1 year","Female",2016-04-01,23,2016,14,"England & Wales","Under 1 year"
"5205","01-14","Male",2016-04-01,10,2016,14,"England & Wales","01-14"
"5206","01-14","Female",2016-04-01,5,2016,14,"England & Wales","01-14"
"5207","15-44","Male",2016-04-01,171,2016,14,"England & Wales","15-44"
"5208","15-44","Female",2016-04-01,93,2016,14,"England & Wales","15-44"
"5209","45-64","Male",2016-04-01,662,2016,14,"England & Wales","45-64"
"5210","45-64","Female",2016-04-01,522,2016,14,"England & Wales","45-64"
"5211","65-74","Male",2016-04-01,941,2016,14,"England & Wales","65-74"
"5212","65-74","Female",2016-04-01,757,2016,14,"England & Wales","65-74"
"5213","75-84","Male",2016-04-01,1550,2016,14,"England & Wales","75-84"
"5214","75-84","Female",2016-04-01,1442,2016,14,"England & Wales","75-84"
"5215","85+","Male",2016-04-01,1583,2016,14,"England & Wales","85+"
"5216","85+","Female",2016-04-01,2496,2016,14,"England & Wales","85+"
"5217","Total","Male",2016-04-08,5600,2016,15,"England & Wales","Total"
"5218","Total","Female",2016-04-08,5999,2016,15,"England & Wales","Total"
"5219","Under 1 year","Male",2016-04-08,34,2016,15,"England & Wales","Under 1 year"
"5220","Under 1 year","Female",2016-04-08,19,2016,15,"England & Wales","Under 1 year"
"5221","01-14","Male",2016-04-08,7,2016,15,"England & Wales","01-14"
"5222","01-14","Female",2016-04-08,8,2016,15,"England & Wales","01-14"
"5223","15-44","Male",2016-04-08,201,2016,15,"England & Wales","15-44"
"5224","15-44","Female",2016-04-08,105,2016,15,"England & Wales","15-44"
"5225","45-64","Male",2016-04-08,768,2016,15,"England & Wales","45-64"
"5226","45-64","Female",2016-04-08,559,2016,15,"England & Wales","45-64"
"5227","65-74","Male",2016-04-08,1109,2016,15,"England & Wales","65-74"
"5228","65-74","Female",2016-04-08,832,2016,15,"England & Wales","65-74"
"5229","75-84","Male",2016-04-08,1738,2016,15,"England & Wales","75-84"
"5230","75-84","Female",2016-04-08,1500,2016,15,"England & Wales","75-84"
"5231","85+","Male",2016-04-08,1743,2016,15,"England & Wales","85+"
"5232","85+","Female",2016-04-08,2976,2016,15,"England & Wales","85+"
"5233","Total","Male",2016-04-15,5619,2016,16,"England & Wales","Total"
"5234","Total","Female",2016-04-15,5795,2016,16,"England & Wales","Total"
"5235","Under 1 year","Male",2016-04-15,32,2016,16,"England & Wales","Under 1 year"
"5236","Under 1 year","Female",2016-04-15,31,2016,16,"England & Wales","Under 1 year"
"5237","01-14","Male",2016-04-15,10,2016,16,"England & Wales","01-14"
"5238","01-14","Female",2016-04-15,8,2016,16,"England & Wales","01-14"
"5239","15-44","Male",2016-04-15,189,2016,16,"England & Wales","15-44"
"5240","15-44","Female",2016-04-15,122,2016,16,"England & Wales","15-44"
"5241","45-64","Male",2016-04-15,774,2016,16,"England & Wales","45-64"
"5242","45-64","Female",2016-04-15,538,2016,16,"England & Wales","45-64"
"5243","65-74","Male",2016-04-15,1137,2016,16,"England & Wales","65-74"
"5244","65-74","Female",2016-04-15,790,2016,16,"England & Wales","65-74"
"5245","75-84","Male",2016-04-15,1688,2016,16,"England & Wales","75-84"
"5246","75-84","Female",2016-04-15,1478,2016,16,"England & Wales","75-84"
"5247","85+","Male",2016-04-15,1789,2016,16,"England & Wales","85+"
"5248","85+","Female",2016-04-15,2828,2016,16,"England & Wales","85+"
"5249","Total","Male",2016-04-22,5328,2016,17,"England & Wales","Total"
"5250","Total","Female",2016-04-22,5597,2016,17,"England & Wales","Total"
"5251","Under 1 year","Male",2016-04-22,40,2016,17,"England & Wales","Under 1 year"
"5252","Under 1 year","Female",2016-04-22,25,2016,17,"England & Wales","Under 1 year"
"5253","01-14","Male",2016-04-22,15,2016,17,"England & Wales","01-14"
"5254","01-14","Female",2016-04-22,9,2016,17,"England & Wales","01-14"
"5255","15-44","Male",2016-04-22,208,2016,17,"England & Wales","15-44"
"5256","15-44","Female",2016-04-22,111,2016,17,"England & Wales","15-44"
"5257","45-64","Male",2016-04-22,766,2016,17,"England & Wales","45-64"
"5258","45-64","Female",2016-04-22,526,2016,17,"England & Wales","45-64"
"5259","65-74","Male",2016-04-22,1039,2016,17,"England & Wales","65-74"
"5260","65-74","Female",2016-04-22,777,2016,17,"England & Wales","65-74"
"5261","75-84","Male",2016-04-22,1613,2016,17,"England & Wales","75-84"
"5262","75-84","Female",2016-04-22,1472,2016,17,"England & Wales","75-84"
"5263","85+","Male",2016-04-22,1647,2016,17,"England & Wales","85+"
"5264","85+","Female",2016-04-22,2677,2016,17,"England & Wales","85+"
"5265","Total","Male",2016-04-29,5125,2016,18,"England & Wales","Total"
"5266","Total","Female",2016-04-29,5287,2016,18,"England & Wales","Total"
"5267","Under 1 year","Male",2016-04-29,22,2016,18,"England & Wales","Under 1 year"
"5268","Under 1 year","Female",2016-04-29,21,2016,18,"England & Wales","Under 1 year"
"5269","01-14","Male",2016-04-29,14,2016,18,"England & Wales","01-14"
"5270","01-14","Female",2016-04-29,8,2016,18,"England & Wales","01-14"
"5271","15-44","Male",2016-04-29,212,2016,18,"England & Wales","15-44"
"5272","15-44","Female",2016-04-29,115,2016,18,"England & Wales","15-44"
"5273","45-64","Male",2016-04-29,792,2016,18,"England & Wales","45-64"
"5274","45-64","Female",2016-04-29,509,2016,18,"England & Wales","45-64"
"5275","65-74","Male",2016-04-29,1003,2016,18,"England & Wales","65-74"
"5276","65-74","Female",2016-04-29,691,2016,18,"England & Wales","65-74"
"5277","75-84","Male",2016-04-29,1534,2016,18,"England & Wales","75-84"
"5278","75-84","Female",2016-04-29,1393,2016,18,"England & Wales","75-84"
"5279","85+","Male",2016-04-29,1548,2016,18,"England & Wales","85+"
"5280","85+","Female",2016-04-29,2550,2016,18,"England & Wales","85+"
"5281","Total","Male",2016-05-06,4574,2016,19,"England & Wales","Total"
"5282","Total","Female",2016-05-06,4559,2016,19,"England & Wales","Total"
"5283","Under 1 year","Male",2016-05-06,34,2016,19,"England & Wales","Under 1 year"
"5284","Under 1 year","Female",2016-05-06,21,2016,19,"England & Wales","Under 1 year"
"5285","01-14","Male",2016-05-06,15,2016,19,"England & Wales","01-14"
"5286","01-14","Female",2016-05-06,8,2016,19,"England & Wales","01-14"
"5287","15-44","Male",2016-05-06,249,2016,19,"England & Wales","15-44"
"5288","15-44","Female",2016-05-06,99,2016,19,"England & Wales","15-44"
"5289","45-64","Male",2016-05-06,629,2016,19,"England & Wales","45-64"
"5290","45-64","Female",2016-05-06,446,2016,19,"England & Wales","45-64"
"5291","65-74","Male",2016-05-06,870,2016,19,"England & Wales","65-74"
"5292","65-74","Female",2016-05-06,620,2016,19,"England & Wales","65-74"
"5293","75-84","Male",2016-05-06,1410,2016,19,"England & Wales","75-84"
"5294","75-84","Female",2016-05-06,1173,2016,19,"England & Wales","75-84"
"5295","85+","Male",2016-05-06,1367,2016,19,"England & Wales","85+"
"5296","85+","Female",2016-05-06,2192,2016,19,"England & Wales","85+"
"5297","Total","Male",2016-05-13,5272,2016,20,"England & Wales","Total"
"5298","Total","Female",2016-05-13,5361,2016,20,"England & Wales","Total"
"5299","Under 1 year","Male",2016-05-13,36,2016,20,"England & Wales","Under 1 year"
"5300","Under 1 year","Female",2016-05-13,13,2016,20,"England & Wales","Under 1 year"
"5301","01-14","Male",2016-05-13,5,2016,20,"England & Wales","01-14"
"5302","01-14","Female",2016-05-13,14,2016,20,"England & Wales","01-14"
"5303","15-44","Male",2016-05-13,195,2016,20,"England & Wales","15-44"
"5304","15-44","Female",2016-05-13,113,2016,20,"England & Wales","15-44"
"5305","45-64","Male",2016-05-13,743,2016,20,"England & Wales","45-64"
"5306","45-64","Female",2016-05-13,534,2016,20,"England & Wales","45-64"
"5307","65-74","Male",2016-05-13,1057,2016,20,"England & Wales","65-74"
"5308","65-74","Female",2016-05-13,711,2016,20,"England & Wales","65-74"
"5309","75-84","Male",2016-05-13,1563,2016,20,"England & Wales","75-84"
"5310","75-84","Female",2016-05-13,1431,2016,20,"England & Wales","75-84"
"5311","85+","Male",2016-05-13,1673,2016,20,"England & Wales","85+"
"5312","85+","Female",2016-05-13,2545,2016,20,"England & Wales","85+"
"5313","Total","Male",2016-05-20,4898,2016,21,"England & Wales","Total"
"5314","Total","Female",2016-05-20,5055,2016,21,"England & Wales","Total"
"5315","Under 1 year","Male",2016-05-20,34,2016,21,"England & Wales","Under 1 year"
"5316","Under 1 year","Female",2016-05-20,27,2016,21,"England & Wales","Under 1 year"
"5317","01-14","Male",2016-05-20,12,2016,21,"England & Wales","01-14"
"5318","01-14","Female",2016-05-20,9,2016,21,"England & Wales","01-14"
"5319","15-44","Male",2016-05-20,209,2016,21,"England & Wales","15-44"
"5320","15-44","Female",2016-05-20,119,2016,21,"England & Wales","15-44"
"5321","45-64","Male",2016-05-20,687,2016,21,"England & Wales","45-64"
"5322","45-64","Female",2016-05-20,462,2016,21,"England & Wales","45-64"
"5323","65-74","Male",2016-05-20,960,2016,21,"England & Wales","65-74"
"5324","65-74","Female",2016-05-20,726,2016,21,"England & Wales","65-74"
"5325","75-84","Male",2016-05-20,1532,2016,21,"England & Wales","75-84"
"5326","75-84","Female",2016-05-20,1323,2016,21,"England & Wales","75-84"
"5327","85+","Male",2016-05-20,1464,2016,21,"England & Wales","85+"
"5328","85+","Female",2016-05-20,2389,2016,21,"England & Wales","85+"
"5329","Total","Male",2016-05-27,4782,2016,22,"England & Wales","Total"
"5330","Total","Female",2016-05-27,4956,2016,22,"England & Wales","Total"
"5331","Under 1 year","Male",2016-05-27,36,2016,22,"England & Wales","Under 1 year"
"5332","Under 1 year","Female",2016-05-27,27,2016,22,"England & Wales","Under 1 year"
"5333","01-14","Male",2016-05-27,10,2016,22,"England & Wales","01-14"
"5334","01-14","Female",2016-05-27,9,2016,22,"England & Wales","01-14"
"5335","15-44","Male",2016-05-27,205,2016,22,"England & Wales","15-44"
"5336","15-44","Female",2016-05-27,121,2016,22,"England & Wales","15-44"
"5337","45-64","Male",2016-05-27,716,2016,22,"England & Wales","45-64"
"5338","45-64","Female",2016-05-27,469,2016,22,"England & Wales","45-64"
"5339","65-74","Male",2016-05-27,957,2016,22,"England & Wales","65-74"
"5340","65-74","Female",2016-05-27,724,2016,22,"England & Wales","65-74"
"5341","75-84","Male",2016-05-27,1441,2016,22,"England & Wales","75-84"
"5342","75-84","Female",2016-05-27,1256,2016,22,"England & Wales","75-84"
"5343","85+","Male",2016-05-27,1417,2016,22,"England & Wales","85+"
"5344","85+","Female",2016-05-27,2350,2016,22,"England & Wales","85+"
"5345","Total","Male",2016-06-03,3894,2016,23,"England & Wales","Total"
"5346","Total","Female",2016-06-03,4015,2016,23,"England & Wales","Total"
"5347","Under 1 year","Male",2016-06-03,16,2016,23,"England & Wales","Under 1 year"
"5348","Under 1 year","Female",2016-06-03,19,2016,23,"England & Wales","Under 1 year"
"5349","01-14","Male",2016-06-03,9,2016,23,"England & Wales","01-14"
"5350","01-14","Female",2016-06-03,10,2016,23,"England & Wales","01-14"
"5351","15-44","Male",2016-06-03,128,2016,23,"England & Wales","15-44"
"5352","15-44","Female",2016-06-03,86,2016,23,"England & Wales","15-44"
"5353","45-64","Male",2016-06-03,546,2016,23,"England & Wales","45-64"
"5354","45-64","Female",2016-06-03,417,2016,23,"England & Wales","45-64"
"5355","65-74","Male",2016-06-03,827,2016,23,"England & Wales","65-74"
"5356","65-74","Female",2016-06-03,618,2016,23,"England & Wales","65-74"
"5357","75-84","Male",2016-06-03,1188,2016,23,"England & Wales","75-84"
"5358","75-84","Female",2016-06-03,1065,2016,23,"England & Wales","75-84"
"5359","85+","Male",2016-06-03,1180,2016,23,"England & Wales","85+"
"5360","85+","Female",2016-06-03,1800,2016,23,"England & Wales","85+"
"5361","Total","Male",2016-06-10,4823,2016,24,"England & Wales","Total"
"5362","Total","Female",2016-06-10,5050,2016,24,"England & Wales","Total"
"5363","Under 1 year","Male",2016-06-10,28,2016,24,"England & Wales","Under 1 year"
"5364","Under 1 year","Female",2016-06-10,30,2016,24,"England & Wales","Under 1 year"
"5365","01-14","Male",2016-06-10,10,2016,24,"England & Wales","01-14"
"5366","01-14","Female",2016-06-10,11,2016,24,"England & Wales","01-14"
"5367","15-44","Male",2016-06-10,167,2016,24,"England & Wales","15-44"
"5368","15-44","Female",2016-06-10,101,2016,24,"England & Wales","15-44"
"5369","45-64","Male",2016-06-10,694,2016,24,"England & Wales","45-64"
"5370","45-64","Female",2016-06-10,487,2016,24,"England & Wales","45-64"
"5371","65-74","Male",2016-06-10,923,2016,24,"England & Wales","65-74"
"5372","65-74","Female",2016-06-10,690,2016,24,"England & Wales","65-74"
"5373","75-84","Male",2016-06-10,1535,2016,24,"England & Wales","75-84"
"5374","75-84","Female",2016-06-10,1340,2016,24,"England & Wales","75-84"
"5375","85+","Male",2016-06-10,1466,2016,24,"England & Wales","85+"
"5376","85+","Female",2016-06-10,2391,2016,24,"England & Wales","85+"
"5377","Total","Male",2016-06-17,4701,2016,25,"England & Wales","Total"
"5378","Total","Female",2016-06-17,4683,2016,25,"England & Wales","Total"
"5379","Under 1 year","Male",2016-06-17,28,2016,25,"England & Wales","Under 1 year"
"5380","Under 1 year","Female",2016-06-17,21,2016,25,"England & Wales","Under 1 year"
"5381","01-14","Male",2016-06-17,13,2016,25,"England & Wales","01-14"
"5382","01-14","Female",2016-06-17,9,2016,25,"England & Wales","01-14"
"5383","15-44","Male",2016-06-17,174,2016,25,"England & Wales","15-44"
"5384","15-44","Female",2016-06-17,81,2016,25,"England & Wales","15-44"
